name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;843;0;912;3073;1731;3073;1547;0
header;121;102;121;138;1725;138;1725;102
A;909;167;909;194;931;194;931;167
A;1589;704;1589;704;1589;704;1589;704
B;917;847;917;875;935;875;935;847
A;1158;1473;1158;1473;1158;1473;1158;1473
C;915;1523;915;1554;938;1554;938;1523
A;1094;1878;1094;1880;1096;1880;1096;1878
A;932;2002;932;2002;932;2002;932;2002
A;899;2031;899;2037;905;2037;905;2031
D;923;2184;923;2212;944;2212;944;2184
A;942;2237;942;2237;942;2237;942;2237
B;1651;2261;1651;2279;1664;2279;1664;2261
A;1130;2519;1130;2519;1130;2519;1130;2519
A;967;2791;967;2807;977;2807;977;2791
A;1534;2806;1534;2810;1536;2810;1536;2806
